abstract,categories
a broad range of imaging and sensing technologies in the infrared require large fieldofview fov operation to achieve this traditional refractive systems often employ multiple elements to compensate for aberrations which leads to excess size weight and cost for many applications including night vision eyewear airborne surveillance and autonomous navigation for unmanned aerial vehicles size and weight are highly constrained subwavelength diffractive optics also known as metaoptics can dramatically reduce the size weight and cost of these imaging systems as metaoptics are significantly thinner and lighter than traditional refractive lenses here we demonstrate circ fov thermal imaging in the longwavelength infrared regime mum using an allsilicon metaoptic with an entrance aperture and lens focal length of cm,physics
for a given rotation number we compute the hausdorff dimension of the set of well approximable numbers we use this result and an inhomogeneous version of jarniks theorem to show strong recurrence properties of the billiard flow in certain polygons,math
we present in this chapter a review on recent numerical studies dealing with frustrated vector spin systems in two and three dimensions,cond-mat
unconventional cycles provide a useful didactic resource to discuss the second law of thermodynamics applied to thermal motors and their efficiency in most cases they involve a negative slope linear process that presents an adiabatic point where the process is tangent to an adiabatic curve and delta q signalling that the flow of heat is reversed we introduce a parabolic process still simple enough to be fully explored analitically in order to deal with the usual follow up question on the possibility of having more than one adiabatic point having one linear two parabolic or more such points allow the construction of reversible nonisoentropic processes that we call pseudoadiabatics whose total heat exchanged is zero,physics
liquidbased bioapplications of graphene require a quantitative understanding of the grapheneliquid interface with the surface charge density of adsorbed ions the interfacial charge transfer resistance and the interfacial charge noise being of particular importance we quantified these properties through measurements of the zerobias faradaic chargetransfer between graphene electrodes and aqueous solutions of varying ionic strength using a reproducible lownoise minimally perturbative charge measurement technique the measurements indicated that adsorbed ions had a negative surface charge density of approximately mc m and that the specific charge transfer resistance was pm momega cm the normalized current noise power spectral density for all ionic concentrations tested collapsed onto a f characteristic with alphapm all the results are in excellent agreement with predictions of the theory for the graphenesolution interface this minimallyperturbative method for monitoring chargetransfer at the subpc scale exhibits low noise and ultralow power consumption fw making it wellsuited for use in lowlevel bioelectronics in liquid environments,cond-mat
we study the competition of hole capture between an ingaas quantum dot and a directly adjacent ionized impurity in view of spinphoton interfaces the kerr rotation noise spectroscopy at k shows that the holecapture probability of the ingaas quantum dot is about one order of magnitude higher compared to the holecapture probability of the ionized impurity and suggests that a simultaneous occupation of quantum dot and impurity by a hole is efficiently suppressed due to coulomb interaction a theoretical model of interconnected spin and charge noise allows the quantitative specification of all relevant time scales,cond-mat
xmm j is a transient xray source in m first discovered january different approaches to fitting the brightest followup observation gave luminosities e ergs making it the second ultraluminous xray source ulx in m with a probable black hole accretor these different models represent different scenarios for the corona optically thick and compact or optically thin and extended we obtained chandra acis and em hst acs observations of this object as part of our transient monitoring program and also observed it serendipitously in a ks xmmnewton observation we identify an optical counterpart at j position its fw b band magnitude was in the march observation and at the sigma level during the september observation indicating a low mass donor we created two alternative lightcurves using the different corona scenarios finding linear decay for the compact corona and exponential decay for the extended corona linear decay implies a disk that is magnitudes brighter than we observed we therefore favor the extended corona scenario but caution that there is no statistical preference for this model in the xray spectra alone using two empirical relations between the xray to optical ratio and the orbital period we estimate a period of hr this period is consistent with that of the first ulx in m hr,astro-ph
we present model light curves for accreting black hole candidates bhc based on a recently proposed model for their spectrotemporal properties according to this model the observed light curves and aperiodic variability of bhc are due to a series of soft photon injections at random poisson intervals near the compact object and their reprocessing into hard radiation in an extended but nonuniform hot plasma corona surrounding the compact object we argue that the majority of the timing characteristics of these light curves are due to the stochastic nature of the comptonization process in the extended corona whose properties most notably its radial density dependence are imprinted in them we compute the corresponding power spectral densities psd autocorrelation functions time skewness of the light curves and time lags between the light curves of the sources at different photon energies and compare our results to observation our model light curves compare well with observations providing good fits to their overall morphology as manifest by the autocorrelation and skewness functions the lags and psds of the model light curves are also in good agreement with those observed the model can even accommodate the presence of qpos finally while most of the variability power resides at time scales gsim a few seconds at the same time the model allows also for shots of a few msec in duration in accordance with observation we suggest that refinements of this type of model along with spectral and phase lag information can be used to probe the structure of this class of high energy sources,astro-ph
to understand how nonlocal coulomb interactions affect the phase diagram of correlated electron materials we report on a method to approximate a correlated lattice model with nonlocal interactions by an effective hubbard model with onsite interactions u only the effective model is defined by the peierlsfeynmanbogoliubov variational principle we find that the local part of the interaction u is reduced according to uuv where v is a weighted average of nonlocal interactions for graphene silicene and benzene we show that the nonlocal coulomb interaction can decrease the effective local interaction by more than a factor of in a wide doping range,cond-mat
the boseeinstein condensation of correlated atoms in a trap is studied by examining the effect of interparticle correlations to onebody properties of atomic systems at zero temperature using a simplified formula for the correlated two body density distribution analytical expressions for the density distribution and rms radius of the atomic systems are derived using four different expressions of jastrow type correlation function in one case in addition the onebody density matrix momentum distribution and kinetic energy are calculated analytically while the natural orbitals and natural occupation numbers are also predicted in this case simple approximate expressions for the mean square radius and kinetic energy are also given,cond-mat
colleges and universities are increasingly turning to algorithms that predict collegestudent success to inform various decisions including those related to admissions budgeting and studentsuccess interventions because predictive algorithms rely on historical data they capture societal injustices including racism a model that includes racial categories may predict that racially minoritized students will have less favorable outcomes in this study we explore bias in education data by modeling bachelors degree attainment using various machinelearning modeling approaches we also evaluate the utility of leading biasmitigating techniques in addressing unfairness using nationally representative data from the education longitudinal study of we demonstrate how models incorporating commonly used features to predict collegestudent success produce racially biased results,cs
in a recent paper romps jas vol p hereafter r argues that the moistair static energy mse is only approximately conserved for an adiabatically lifted parcel and that the quantity mse cape could be used as a true conserved variable where cape is the convective available energy it is shown in this comment that the quantity denoted by cape in r is the opposite of the convective available energy it is explained that the vertical adiabatic ascent considered in r is not realistic since it generates condensed water of the order of to gkg at height above km moreover the thermodynamic equations are written in r by making several assumptions not all of which are explicitly mentioned this comment aims to clarify the hypotheses made in r it will show that these assumptions call into question the validity of the moistair internal energy enthalpy and entropy functions in r it also demonstrates that it is possible to obtain more precise and general formulations for moistair energy enthalpy and entropy functions in particular by using the third law of thermodynamics the large differences between the thermodynamics formulas derived in r and those depending on the third law are illustrated by studying a realistic pseudoadiabatic vertical profile the same notations as in r will be used as far as possible in this comment,physics
haze removal in aerial images is a challenging problem due to considerable variation in spatial details and varying contrast changes in particulate matter density often lead to degradation in visibility therefore several approaches utilize multispectral data as auxiliary information for haze removal in this paper we propose skygan for haze removal in aerial images skygan consists of a domainaware hazytohyperspectral hh module and a conditional gan cgan based multicue imagetoimage translation module ii for dehazing the proposed hh module reconstructs several visual bands from rgb images in an unsupervised manner which overcomes the lack of hazy hyperspectral aerial image datasets the module utilizes task supervision and domain adaptation in order to create a hyperspectral catalyst for image dehazing the ii module uses the hyperspectral catalyst along with a channel multicue input and performs effective image dehazing by utilizing the entire visual spectrum in addition this work introduces a new dataset called hazy aerialimage hai dataset that contains more than pairs of hazy and ground truth aerial images with realistic nonhomogeneous haze of varying density the performance of skygan is evaluated on the recent satehazek dataset as well as the hai dataset we also present a comprehensive evaluation of hai dataset with a representative set of stateoftheart techniques in terms of psnr and ssim,cs
we address the question of geometrical as well as energetic properties of local excitations in mean field ising spin glasses we study analytically the random energy model and numerically a dilute mean field model first on treelike graphs equivalent to a replica symmetric computation and then directly on finite connectivity random lattices in the first model characterized by a discontinuous replica symmetry breaking we found that the energy of finite volume excitation is infinite whereas in the dilute mean field model described by a continuous replica symmetry breaking it slowly decreases with sizes and saturates at a finite value in contrast with what would be naively expected the geometrical properties of these excitations are similar to those of lattice animals or branched polymers we discuss the meaning of these results in terms of replica symmetry breaking and also possible relevance in finite dimensional systems,cond-mat
in this paper we aim to design an efficient realtime object detector that exceeds the yolo series and is easily extensible for many object recognition tasks such as instance segmentation and rotated object detection to obtain a more efficient model architecture we explore an architecture that has compatible capacities in the backbone and neck constructed by a basic building block that consists of largekernel depthwise convolutions we further introduce soft labels when calculating matching costs in the dynamic label assignment to improve accuracy together with better training techniques the resulting object detector named rtmdet achieves ap on coco with fps on an nvidia gpu outperforming the current mainstream industrial detectors rtmdet achieves the best parameteraccuracy tradeoff with tinysmallmediumlargeextralarge model sizes for various application scenarios and obtains new stateoftheart performance on realtime instance segmentation and rotated object detection we hope the experimental results can provide new insights into designing versatile realtime object detectors for many object recognition tasks code and models are released at httpsgithubcomopenmmlabmmdetectiontreexconfigsrtmdet,cs
inspired by the dexterous handling ability of an elephants trunk we propose a pneumatic actuator that generates diverse bending and extension motions in a flexible arm the actuator consists of two flexible tubes each flexible tube is restrained by a single string with variable length and tilt angle even if a single tube can perform only three simple types of motions bending extension and helical a variety of complex bending patterns can be created by arranging a pair of tubes in parallel and making the restraint variable this performance takes advantage of the effect of the superposition of forces by arranging two tubes to constructively interfere with each other this paper described six resulting pose patterns first the configuration and operating principle are described and the fabrication method is explained next two mathematical models and four finite element methodbased analyses are introduced to predict the tip position changes in five motion patterns all the models were validated through experiments finally we experimentally demonstrated that the prototype semitrunk can realize the action of grabbing a bottle and pouring water verifying the effectiveness of the proposed method,cs
we investigate the isotropicanisotropic phase transition of the twodimensional xy model with sixfold anisotropy using monte carlo renormalization group method the result indicates difficulty of observing asymptotic critical behavior in monte carlo simulations owing to the marginal flow at the fixed point,cond-mat
the timescales on which astronomical dust grows remain poorly understood with important consequences for our understanding of processes like circumstellar disk evolution and planet formationa number of postasymptotic giant branch stars are found to host optically thick dust and gasrich circumstellar discs in keplerian orbits these discs exhibit evidence of dust evolution similar to protoplanetary discs however since postagb discs have substantially shorter lifetimes than protoplanetary discs they may provide new insights on the graingrowth process we examine a sample of postagb stars with discs to determine the fir and submm spectral index by homogeneously fitting a sample of data from textitherschel the sma and the literature we find that grain growth to at least hundreds of micrometres is ubiquitous in these systems and that the distribution of spectral indices is more similar to that of protoplanetary discs than debris discs no correlation is found with the midinfrared colours of the discs implying that grain growth occurs independently of the disc structure in postagb discs we infer that grain growth to simmm sizes must occur on timescales yr perhaps by orders of magnitude as the lifetimes of these discs are expected to be lesssimyr and all objects have converged to the same state this growth timescale is short compared to the results of models for protoplanetary discs including fragmentation and may provide new constraints on the physics of grain growth,astro-ph
for mathrmh in cmathbbrn times n and u omega subseteq mathbbrn to mathbbrn consider the system labelmathrma_infty u bigmathrmh_p otimes mathrmh_p mathrmhmathrmh_pbot mathrmh_ppbigmathrmd u mathrmd u tagwe construct mathcaldsolutions to the dirichlet problem for an apt notion of generalised solutions recently proposed for fully nonlinear systems our mathcaldsolutions are winftysubmersions and are obtained without any convexity hypotheses for mathrmh through a result of independent interest involving existence of strong solutions to the singular value problem for general dimensions nneq n,math
the triumph of effective mass theory in describing the energy spectrum of dopants does not guarantee that the model wavefunctions will withstand an experimental test such wavefunctions have recently been probed by scanning tunneling spectroscopy revealing localized patterns of resonantly enhanced tunneling currents we show that the shape of the conducting splotches resemble a cut through kohnluttinger kl hydrogenic envelopes which modulate the interfering bloch states of conduction electrons all the nonmonotonic features of the current profile are consistent with the charge density fluctuations observed between successive atomic planes including a counterintuitive reduction of the symmetry a heritage of the lowered point group symmetry at these planes a modelindependent analysis of the diffraction figure constrains the value of the electron wavevector to k_ pm pia_si unlike prior measurements averaged over a sizeable density of electrons this estimate is obtained directly from isolated electrons we further investigate the modelspecific anisotropy of the wave function envelope related to the effective mass anisotropy this anisotropy appears in the kl variational wave function envelope as the ratio between bohr radii ba we demonstrate that the central cell corrected estimates for this ratio are encouragingly accurate leading to the conclusion that the kl theory is a valid model not only for energies but for wavefunctions as well,cond-mat
a tightbinding parametrization for silicon optimized to correctly reproduce effective masses as well as the reciprocal space positions of the conductionband minima is presented the reliability of the proposed parametrization is assessed by performing systematic comparisons between the descriptions of donor impurities in si using this parametrization and previously reported ones the spectral decomposition of the donor wavefunction demonstrates the importance of incorporating full band effects for a reliable representation and that an incomplete real space description results from a truncated reciprocal space expansion as proposed within the effective mass theory,cond-mat
weyl semimetals are gapless quasitopological materials with a set of isolated nodal points forming their fermi surface they manifest their quasitopological character in a series of topological electromagnetic responses including the anomalous hall effect here we study the effect of disorder on weyl semimetals while monitoring both their nodalsemimetallic and topological properties through computations of the localization length and the hall conductivity we examine three different lattice tightbinding models which realize the weyl semimetal in part of their phase diagram and look for universal features that are common to all of the models and interesting distinguishing features of each model we present detailed phase diagrams of these models for large system sizes and we find that weak disorder preserves the nodal points up to the diffusive limit but does affect the hall conductivity we show that the trend of the hall conductivity is consistent with an effective picture in which disorder causes the weyl nodes move within the brillouin zone along a specific direction that depends deterministically on the properties of the model and the neighboring phases to the weyl semimetal phase we also uncover an unusual nonquantized anomalous hall insulator phase which can only exist in the presence of disorder,cond-mat
dark matter annihilation has been proposed to explain the tev gamma rays observed from the galactic center we study constraints on this hypothesis coming from the mass profile around the galactic center measured by observing stellar dynamics we show that for current particle models the constraints on the dark matter density profile from measurements of mass by infrared observations are comparable to the constraints from the measurements of the tev source extension,astro-ph
in this paper we consider quadratic stochastic operators designed on finite abelian groups it is proved that such operators have the property of regularity,math
we develop a numerical method for pricing multidimensional vanilla options in the blackscholes framework in low dimensions we improve an adaptive integration algorithm proposed by two of the authors by introducing a new splitting strategy based on a geometrical criterion in higher dimensions this new algorithm is used as a control variate after a dimension reduction based on principal component analysis numerical tests are performed on the pricing of basket put on minimum and digital options in dimensions up to ten,math
a packing of subsets mathcal s_ mathcal s_n in a group g is a sequence g_g_n such that g_mathcal s_g_nmathcal s_n are disjoint subsets of g we give a formula for the number of packings if the group g is finite and if the subsets mathcal s_mathcal s_n satisfy a genericity condition this formula can be seen as a generalization of the falling factorials which encode the number of packings in the case where all the sets mathcal s_i are singletons,math
we show that densitydependent synthetic gauge fields may be engineered by combining periodically modu lated interactions and ramanassisted hopping in spindependent optical lattices these fields lead to a density dependent shift of the momentum distribution may induce superfluidtomott insulator transitions and strongly modify correlations in the superfluid regime we show that the interplay between the created gauge field and the broken sublattice symmetry results as well in an intriguing behavior at vanishing interactions characterized by the appearance of a fractional mott insulator,cond-mat
we use the numerical renormalization group to calculate the auxiliary spectral functions of the uinfty anderson impurity model the slaveboson and pseudofermion spectral functions diverge at the threshold with exponents alpha_b and alpha_f given in terms of the conduction electron phase shifts by the xray photoemission and the xray absorption exponents respectively the exact exponents obtained here depend on the impurity occupation number in contrast to the nca results vertex corrections in the convolution formulae for physical greens functions are singular at the threshold and may not be neglected in the fermi liquid regime,cond-mat
we examine four wtc descent curves labeled c e n and o either anonymously published or confidentially communicated to us descent curve describes apparent height of a collapsing building as a function of time the set c suggests that there are three active phases of collapse phase i is a free fall for the first h_simeqm or t_simeqs during which the acceleration a is that of the gravity agms in phase ii which continues until drop h_simeqm or t_simeqs the acceleration is asimeqms while in phase iii which continues for the remaining of the data set a simeq ms we propose that the collapse of wtc is initiated by a total and sudden annihilation of the base section of the building from the ground level to h_ which then allows the top section building above h_ to free fall during phase i and then collide with the ground in phase ii and iii the total duration of the collapse assuming that phase iii continues to the end is in the range s we derive a physical model for collision of the building with the ground in which we correct the crushup model of bavzant and verdure j engr mech asce bf and estimate the magnitude of the resistive force in the top section we compare our findings to those of nist investigators and find an agreement with respect to the distribution of damage in the primary zone we conclude that the building was destroyed in a highly controlled fashion,physics
in this work we focus on designing a point local aggregation function that yields parameter efficient networks for d point cloud semantic segmentation we explore the idea of using learnable neighbortogrid soft assignment in gridbased aggregation functions previous methods in literature operate on a predefined geometric grid such as local volume partitions or irregular kernel points a more general alternative is to allow the network to learn an assignment function that best suits the end task since it is learnable this mapping is allowed to be different per layer instead of being applied uniformly throughout the depth of the network by endowing the network with the flexibility to learn its own neighbortogrid assignment we arrive at parameter efficient models that achieve stateoftheart sota performance on sdis with at least times less parameters than the current reigning method we also demonstrate competitive performance on scannet and partnet compared with much larger sota models,cs
rareearth iron garnets r_fe_o_ are fascinating insulators with very diverse magnetic phases their strong potential in spintronic devices has encouraged a renewal of interest in the study of their low temperature spin structures and spin wave dynamics a striking feature of rareearth garnets with rions exhibiting strong crystalfield effects like tb dy ho and erions is the observation of lowtemperature noncollinear magnetic structures featuring umbrellalike arrangements of the rareearth magnetic moments in this study we demonstrate that such umbrella magnetic states are naturally emerging from the crystalfield anisotropies of the rareearth ions by means of a general model endowed with only the necessary elements from the crystal structure we show how umbrellalike spin structures can take place and calculate the cantingangle as a result of the competition between the exchangeinteraction of the rareearth and the iron ions as well as the crystalfield anisotropy our results are compared to experimental data and a study of the polarised spin wave dynamics is presented our study improves the understanding of umbrellalike spin structures and paves the way for more complex spin wave calculations in rareearth iron garnets with noncollinear magnetic phases,cond-mat
xray time lags are complicated in nature the exact reasons for complex lag spectra are yet to be known however the hard lags in general are believed to be originated due to the inverse comptonization process but the origin of soft lags remained mischievous recent studies on diskjet connections revealed that the jets are also contributing to the xray spectral and timing properties in a magnitude which was more than what was predicted earlier in this article we first show an exact anticorrelation between xray time lag and radio flux for xte j during its outburst we propose that the soft lags might be generated due to the change in the accretion disk structure along the line of sight during higher jet activity,astro-ph
sizedependence of plastic flow is studied by discrete dislocation dynamical simulation of systems with various numbers of interacting linear edge dislocations while the stress is slowly increased regions between avalanches in the individual stress curves as functions of the plastic strain were found nearly linear and reversible where the plastic deformation obeys an effective equation of motion with a nearly linear force for small plastic deformation the means of the stressstrain curves are power law over two decades here and for somewhat larger plastic deformations the mean stressstrain curves converge for larger sizes while their variances shrink both indicating the existence of a thermodynamical limit the converging averages decrease with increasing size in accordance with sizeeffects from experiments for large plastic deformations where steady flow sets in thermodynamical limit was not realized in this model system,cond-mat
we prove quantifier elimination for the theory of quasireal closed fields with a compatible valuation this unifies the same known results for algebraically closed valued fields and real closed valued fields,math
given an effectively parameterized family fxto s of canonically polarized manifolds the kahlereinstein metrics on the fibers induce a hermitian metric on the relative canonical bundle k_xs we use a global elliptic equation to show that this metric is strictly positive everywhere and give estimates the direct images rnpf_omegap_xsk_xsotimes m m carry induced natural hermitian metrics we prove an explicit formula for the curvature tensor of these direct images with estimates which implies nakanopositivity for pn the kodairaspencer map induces morphisms spmathcal t_s to rp f_lambdap t_xs for a suitable value of p and dim s a natural hermitian metric on t_s of negative curvature is induced a differential geometric proof for hyperbolicity properties of the moduli space follows,math
giry algebras are barycenters maps which are coequalizers of contractible coequalizer pairs like any algebras and their existence in general requires the measurable space be coseparated by the discrete two point space and the hypothesis that no measurable cardinals exist under that hypothesis every measurable space which is coseparated has an algebra and the category of giry algebras provides a convenient setting for probability theory because it is a symmetric monoidal closed category with all limits and colimits as well as having a seperator and coseperator this is in stark contrast to the kleisi category of the giry monad which is often used to model conditional probability which has a seperator but not much else,math
in general relativistic magnetohydrodynamic grmhd simulations accreted magnetic flux on the black hole horizon episodically decays during which magnetic reconnection heats up the plasma near the horizon potentially powering highenergy flares like those observed in m and sgr a we study the mm observational counterparts of such flaring episodes the change in ghz flux during the expected high energy flares depends primarily on the efficiency of accelerating gamma gtrsim t_e gtrsim k electrons for models in which the electrons are heated to t_e sim k during flares the hot plasma produced by reconnection significantly enhances ghz emission and increases the size of the ghz image by contrast for models in which the electrons are heated to higher temperatures which we argue are better motivated the reconnectionheated plasma is too hot to produce significant ghz synchrotron emission and the ghz flux decreases during high energy flares we do not find a significant change in the mm polarization during flares as long as the emission is faraday thin we also present expectations for the ringshaped image as observed by the event horizon telescope during flares as well as multiwavelength synchrotron spectra our results highlight several limitations of standard postprocessing prescriptions for the electron temperature in grmhd simulations we also discuss the implications of our results for current and future observations of flares in sgr a m and related systems appendices contain detailed convergence studies with respect to resolution and plasma magnetization,astro-ph
rydberg atoms have great potential in electric field measurement and have an advantage with a large frequency bandwidth from the khz to the thz scale however the sensitivity for measuring a weak mhz electric field signal is limited by the spectroscopic resolution because the weak electric field induces only a small perturbation of the population and energy level shift of the rydberg atoms here we report highly sensitive measurement of a weak mhz electric field using electromagnetically induced transparency with rydberg atoms in a thermal atomic system using the heterodyne method on a mhz electric field we successfully measure the minimum electric field strength to be textcolorblack mathrmmu vcm with a sensitivity up to dbmhz and a linear dynamic range over db additionally we measure an amplitudemodulated signal and demodulate the signal with a fidelity over this work extends the sensitivity of atomic sensors for measuring mhz electric fields which advances atomic electric fieldsensing technology,physics
poisson structures of divisortype are those whose degeneracy can be captured by a divisor ideal which is a locally principal ideal sheaf with nowheredense quotient support this is a large class of poisson structures which includes all genericallynondegenerate poisson structures such as log bk elliptic ellipticlog and scattering poisson structures divisor ideals are used to define almostinjective lie algebroids of derivations preserving them to which these poisson structures can be lifted often nondegenerately so the resulting symplectic lie algebroids can be studied using tools from symplectic geometry in this paper we develop an effective framework for the study of poisson structures of divisortype also called almostregular poisson structures and their lie algebroids we provide lifting criteria for such poisson structures develop the language of divisors on smooth manifolds and discuss residue maps to extract information from lie algebroid forms along their degeneraci loci,math
we explain following gromov how to produce uniform isometric actions of groups starting from isometric actions without fixed point using common ultralimits techniques this gives in particular a simple proof of a result by shalom kazhdans property t defines an open subset in the space of marked finitely generated groups,math
we present a comparison of void properties between the standard model of cosmology lambda cold dark matter lambdacdm and two alternative cosmological models with evolving and interacting dark sectors a quintessence model phicdm and a coupled dark matterdark energy cde model using nbody simulations of these models we derive several measures of void statistics and properties including distributions of void volume ellipticity prolateness and average density we find that the volume distribution derived from the cde simulation deviates from the volume distribution derived from the lambdacdm simulation in the presentday universe suggesting that the presence of a coupled dark sector could be observable through this statistic we also find that the distributions of void ellipticity and prolateness are practically indistinguishable among the three models over the redshift range z indicating that simple void shape statistics are insensitive to small changes in dark sector physics interestingly we find that the distributions of average void density measured in each of the three simulations are distinct from each other in particular voids on average tend to be emptiest under a quintessence model and densest under the lambdacdm model our results suggest that it is the scalar field present in both alternative models that causes emptier voids to form while the coupling of the dark sector mitigates this effect by slowing down the evacuation of matter from voids,astro-ph
transformer inference requires high compute accuracy achieving this using analog cims has been difficult due to inherent computational errors to overcome this challenge we propose a capacitorreconfiguring cim crcim to realize high compute accuracy analog cim with a bit adc attaining highareapower efficiency crcim reconfigures its capacitor array to serve dual purposes for computation and adc conversion achieving significant area savings furthermore crcims eliminate signal attenuation by keeping the signal charge stationary during operation leading to a x improvement in comparator energy efficiency we also propose a softwareanalog codesign technique integrating majority voting into the bit adc to dynamically optimize the cim noise performance based on the running layer to further save inference power our crcim achieves the highest computeaccuracy for analog cims and the power efficiency of topsw is competitive with the stateoftheart furthermore the fom considering sqnr and csnr is x and x better than previous works respectively vision transformer vit inference is achieved and realizes a highest cifar accuracy of for analog cims,cs
by assigning each relationship a single label current approaches formulate the relationship detection as a classification problem under this formulation predicate categories are treated as completely different classes however different from the object labels where different classes have explicit boundaries predicates usually have overlaps in their semantic meanings for example sit_on and stand_on have common meanings in vertical relationships but different details of how these two objects are vertically placed in order to leverage the inherent structures of the predicate categories we propose to first build the language hierarchy and then utilize the hierarchy guided feature learning hgfl strategy to learn better region features of both the coarsegrained level and the finegrained level besides we also propose the hierarchy guided module hgm to utilize the coarsegrained level to guide the learning of finegrained level features experiments show that the proposed simple yet effective method can improve several stateoftheart baselines by a large margin up to relative gain in terms of recall on the task of scene graph generation in different datasets,cs
in this paper we show the optimality of a certain class of disturbanceaffine control policies in the context of onedimensional constrained multistage robust optimization our results cover the finite horizon case with minimax worstcase objective and convex state costs plus linear control costs we develop a new proof methodology which explores the relationship between the geometrical properties of the feasible set of solutions and the structure of the objective function apart from providing an elegant and conceptually simple proof technique the approach also entails very fast algorithms for the case of piecewise affine state costs which we explore in connection with a classical inventory management application,math
we prove that a coherent dqkernel induces an equivalence between the derived categories of dqmodules with coherent cohomology if and only if the graded commutative kernel associated to it induces an equivalence between the derived categories of coherent sheaves,math
the radial velocities of nearby sunlike stars are currently being monitored by eight highsensitivity doppler exoplanet surveys approximately of these stars have been found to host exoplanets massive enough to be detectable thus at least of target stars possess planets if we limit our analysis to target stars that have been monitored the longest years possess planets if we limit our analysis to stars monitored the longest and whose low surface activity allow the most precise velocity measurements possess planets by identifying trends of the exoplanet mass and period distributions in a subsample of exoplanets lessbiased by selection effects and linearly extrapolating these trends into regions of parameter space that have not yet been completely sampled we find at least of sunlike stars have planets in the mass and orbital period ranges msini m_jupiter and p years and at least have planets in the larger range msini m_jupiter and p years even this larger area of the massperiod plane is less than of the area occupied by our planetary system suggesting that this estimate is still a lower limit to the true fraction of sunlike stars with planets which may be as large as,astro-ph
the low surface brightness lsb spiral ugc is nearly devoid of star formation aside from a large hii region complex located in the extreme outer disc in order to understand the origin and nature of this complex we compare new halpha and archival broadband images of ugc to similar data for four other spiral galaxies we conclude that the extreme offaxis star formation in ugc is likely due to a hyperstable disc that is dark matter dominated at all radii with the toomre parameter reaching a minimum only in the extreme outer disc using analysis strategies designed to be particularly insensitive to the pitfalls of lowsurface brightness objects and small number statistics we determine that the presence of this complex in ugc is not exceptional when the hii region luminosity function is modelled by a power law suggesting that it is a native structure and not a merging satellite however we find that the entire population of hii regions in ugc shows a preference for larger galactocentric radii when compared to hii regions in the other galaxies in our sample ugc dramatically highlights the relationship between the baryonicdark matter ratio and disk stability a threebody interaction similar to a scaleddown version of the interaction suspected to be responsible for malin is consistent with the extreme outer disk star formation that we see in the extended disk of ugc,astro-ph
there are major discrepancies between recent icft intermediate coupling frame transformation and darc dirac atomic rmatrix code calculations fernandezmenchero et al astron astroph a aggarwal et al mon not r astr soc regarding electronimpact excitation rates for transitions in several belike ions as well as claims that the darc calculations are much more accurate and the icft results might even be wrong to identify possible reasons for these discrepancies and to estimate the accuracy of the various results we carried out independent bspline rmatrix bsr calculations for electronimpact excitation of the belike ion n our closecoupling expansions contain the same target states levels overall as the previous icft and darc calculations but the representation of the target wave functions is completely different we find close agreement among all calculations for the strong transitions between lowlying states whereas there remain serious discrepancies for the weak transitions as well as for transitions to highly excited states the differences in the final results for the collision strengths are mainly due to differences in the structure description specifically the inclusion of correlation effects rather than the treatment of relativistic effects or problems with the validity of the three methods to describe the collision hence there is no indication that one approach is superior to another until the convergence of both the target configuration and the closecoupling expansions have been fully established,physics
service robots for the domestic environment are intended to autonomously provide support for their users however stateoftheart robots still often get stuck in failure situations leading to breakdowns in the interaction flow from which the robot cannot recover alone we performed a multiuser wizardofoz experiment in which we manipulated the robots behavior in such a way that it appeared unexpected and malfunctioning and asked participants to help the robot in order to restore the interaction flow we examined how participants reacted to the robots error its subsequent request for help and how it changed their perception of the robot with respect to perceived intelligence likability and task contribution as interaction scenario we used a game of building lego models performed by user dyads in total participants interacted with the robot and helped in malfunctioning situations we report two major findings in user dyads the user who gave the last command followed by the user who is closer is more likely to help malfunctions that can be actively fixed by the user seem not to negatively impact perceived intelligence and likability ratings this work offers insights in how far user support can be a strategy for domestic service robots to recover from repeating malfunctions,cs
obtaining highly accurate depth from stereo images in real time has many applications across computer vision and robotics but in some contexts upper bounds on power consumption constrain the feasible hardware to embedded platforms such as fpgas whilst various stereo algorithms have been deployed on these platforms usually cut down to better match the embedded architecture certain key parts of the more advanced algorithms eg those that rely on unpredictable access to memory or are highly iterative in nature are difficult to deploy efficiently on fpgas and thus the depth quality that can be achieved is limited in this paper we leverage a fpgacpu chip to propose a novel sophisticated stereo approach that combines the best features of sgm and elasbased methods to compute highly accurate dense depth in real time our approach achieves an error rate on the challenging kitti dataset at over fps with a power consumption of only w,cs
