abstract,categories
this paper presents a general result that allows for establishing a link between the kolmogorovmarcinkiewiczzygmund strong law of large numbers and fellers strong law of large numbers in a banach space setting let x x_n n geq be a sequence of independent and identically distributed banach space valued random variables and set s_n sum_inx_in geq let a_n n geq and b_n n geq be increasing sequences of positive real numbers such that lim_n rightarrow infty a_n infty and leftb_na_n n geq right is a nondecreasing sequence we show that fracs_n n mathbbeleftxix leq b_n rightb_n rightarrow mboxalmost surely for every banach space valued random variable x with sum_ninfty mathbbpx b_n infty if s_na_n rightarrow almost surely for every symmetric banach space valued random variable x with sum_ninfty mathbbpx a_n infty to establish this result we invoke two tools obtained recently by li liang and rosalsky a symmetrization procedure for the strong law of large numbers and a probability inequality for sums of independent banach space valued random variables,math
we present results of a sequence of xmmnewton observations of the two microquasars gro j and grs the observations were preformed using the epicpn camera in the burst mode the observations of gro j in a bright state have made possible a substantial improvement in the calibration of the burst mode with determination of the rate dependence of the charge transfer efficiency cte we detect helike fe kshell absorption features in the epicpn spectrum of gro j indicating the presence of a highly ionized absorber and clear absorption features at and kev in the rgs spectrum most probably identified as blueshifted fe xviii,astro-ph
we propose two training techniques for improving the robustness of neural networks to adversarial attacks ie manipulations of the inputs that are maliciously crafted to fool networks into incorrect predictions both methods are independent of the chosen attack and leverage random projections of the original inputs with the purpose of exploiting both dimensionality reduction and some characteristic geometrical properties of adversarial perturbations the first technique is called rpensemble and consists of an ensemble of networks trained on multiple projected versions of the original inputs the second one named rpregularizer adds instead a regularization term to the training objective,cs
we propose a lattice model for rna based on a selfinteracting twotolerant trail selfavoidance and elements of tertiary structure are taken into account we investigate a simple version of the model in which the native state of rna consists of just one hairpin using exact arguments and monte carlo simulations we determine the phase diagram for this case we show that the denaturation transition is first order and can either occur directly or through an intermediate molten phase,cond-mat
we prove that every bipartite graph of sufficiently large average degree has either a k_ttsubgraph or an induced subgraph of average degree at least t and girth at least we conjecture that can be replaced by k which strengthens a conjecture of thomassen in support of this conjecture we show that it holds for regular graphs,math
we investigate a relationship between nondegeneracy of a simple abelian variety a over an algebraic closure of mbq and of its reduction a_ we prove that under some assumptions nondegeneracy of a implies nondegeneracy of a_,math
unconventional cycles provide a useful didactic resource to discuss the second law of thermodynamics applied to thermal motors and their efficiency in most cases they involve a negative slope linear process that presents an adiabatic point where the process is tangent to an adiabatic curve and delta q signalling that the flow of heat is reversed we introduce a parabolic process still simple enough to be fully explored analitically in order to deal with the usual follow up question on the possibility of having more than one adiabatic point having one linear two parabolic or more such points allow the construction of reversible nonisoentropic processes that we call pseudoadiabatics whose total heat exchanged is zero,physics
we use a dynamical systems approach to study thawing quintessence models using a multiparameter extension of the exponential potential which can approximate the form of typical thawing potentials we impose observational constraints using a compilation of current data and forecast the tightening of constraints expected from future dark energy surveys as well as discussing the relation of our results to analytical constraints already in the literature,astro-ph
the lzeta function of an infinite graph y defined previously in a ball around zero has an analytic extension for a tower of finite graphs covered by y the normalized zeta functions of the finite graphs converge to the lzeta function of y,math
we give a new simplified and detailed account of the correspondence between levels of the sheraliadams relaxation of graph isomorphism and levels of pebblegame equivalence with counting higherdimensional weisfeilerlehman colour refinement the correspondence between basic colour refinement and fractional isomorphism due to tinhofer and ramana scheinerman and ullman is reinterpreted as the base level of sheraliadams and generalised to higher levels in this sense by atserias and maneva and malkin who prove that the two resulting hierarchies interleave in carrying this analysis further we here give a a precise characterisation of the levelk sheraliadams relaxation in terms of a modified counting pebble game b a variant of the sheraliadams levels that precisely match the kpebble counting game c a proof that the interleaving between these two hierarchies is strict we also investigate the variation based on boolean arithmetic instead of realrational arithmetic and obtain analogous correspondences and separations for plain kpebble equivalence without counting our results are driven by considerably simplified accounts of the underlying combinatorics and linear algebra,cs
we provide convergence guarantees for the deep ritz method for abstract variational energies our results cover nonlinear variational problems such as the plaplace equation or the modicamortola energy with essential or natural boundary conditions under additional assumptions we show that the convergence is uniform across bounded families of righthand sides,math
adversarial examples crafted by adding imperceptible perturbations to natural inputs can easily fool deep neural networks dnns one of the most successful methods for training adversarially robust dnns is solving a nonconvexnonconcave minimax problem with an adversarial training at algorithm however among the many at algorithms only dynamic at dat and you only propagate once yopo guarantee convergence to a stationary point in this work we generalize the stochastic primaldual hybrid gradient algorithm to develop semiimplicit hybrid gradient methods sihgs for finding stationary points of nonconvexnonconcave minimax problems sihgs have the convergence rate ok which improves upon the rate ok of dat and yopo we devise a practical variant of sihgs and show that it outperforms other at algorithms in terms of convergence speed and robustness,cs
the identification of the different phases of a twodimensional d system which might be in solid hexatic or liquid requires the accurate determination of the correlation function of the translational and of the bondorientational order parameters according to the kosterlitzthoulesshalperinnelsonyoung kthny theory in the solid phase the translational correlation function decays algebraically as a consequence of the merminwagner longwavelength fluctuations recent results have however reported an exponentiallike decay by revisiting different definitions of the translational correlation function commonly used in the literature here we clarify that the observed exponentiallike decay in the solid phase results from an inaccurate determination of the symmetry axis of the solid the expected powerlaw behaviour is recovered when the symmetry axis is properly identified we show that contrary to the common assumption the symmetry axis of a d solid is not fixed by the direction of its global bondorientational parameter and introduce an approach allowing to determine the symmetry axis from a real space analysis of the sample,cond-mat
web page saliency prediction is a challenge problem in image transformation and computer vision in this paper we propose a new model combined with web page outline information to prediction peoples interest region in web page for each web page image our model can generate the saliency map which indicates the region of interest for people a twostage generative adversarial networks are proposed and image outline information is introduced for better transferring experiment results on fiwi dataset show that our model have better performance in terms of saliency prediction,cs
we consider periodical status updates between a transmitter and a legitimate receiver in the presence of an eavesdropper that is sometimes able to capture pieces of information we assume that in the absence of such a threat the connection between the transmitter and the receiver is controlled by the transmitter with the aim to minimize the age of information at the receivers side however if the presence of an eavesdropper is known the transmitter may further tune the generation rate of status updates to trade off the age of information values acquired by the eavesdropper and the receiver respectively to analyze this problem we first propose a metric that combines both objectives according to a bergson social welfare framework and then we solve the problem of finding the optimal generation rate as a function of the probability of data capture by the eavesdropper this enables us to derive notable and sometimes counterintuitive conclusions and possibly establish an extension of the age of information framework to security aspects from a performance evaluation perspective,cs
we construct and study a natural homeomorphism between the moduli space of polynomial cubic differentials of degree d on the complex plane and the space of projective equivalence classes of oriented convex polygons with d vertices this map arises from the construction of a complete hyperbolic affine sphere with prescribed pick differential and can be seen as an analogue of the labourieloftin parameterization of convex rp structures on a compact surface by the bundle of holomorphic cubic differentials over teichmuller space,math
with the fastgrowing economy in the past ten years cities in china have experience great changes meanwhile huge volume of urban grid management data has been recorded studies on urban grid management are not common so far this kind of study is important however because the urban grid data describes the individual behaviors and detailed problems in community and reveals the dynamics of changing policies and social relations in this article we did a preliminary study on the urban grid management data of shanghai and investigated the key characteristics of the interactions between local government and citizen in such a fastgrowing metropolitan our investigation illustrates the dynamics of coevolution between economy and living environments we also developed mathematical model to quantitatively discover the spatial and temporal intrarelations among events found in data providing insights to local government to fine tune the policy of resource allocation and give proper incentives to drive the coevolution to the optimal state thereby achieving the good governance,cs
the main goal of this paper is to estimate the regional acoustic and geoacoustic shallowwater environment from data collected by a vertical hydrophone array and transmitted by distant timeharmonic point sources we aim at estimating the statistical properties of the random fluctuations of the index of refraction in the water column and the characteristics of the sea bottom we first explain from first principles how acoustic wave propagation can be expressed as markovian dynamics for the complex mode amplitudes of the sound pressure which makes it possible to express the cross moments of the sound pressure in terms of the parameters to be estimated we then show how the estimation problem can be formulated as a nonlinear inverse problem using this formulation that can be solved by minimization of a misfit function we apply this method to experimental data collected by the alma system acoustic laboratory for marine applications,math
reversible data hiding in encrypted images rdhei has attracted increasing attention since it can protect the privacy of original images while the embedded data can be exactly extracted recently some rdhei schemes with multiple data hiders have been proposed using secret sharing technique however these schemes protect the contents of the original images with lightweight security level in this paper we propose a highsecurity rdhei scheme with multiple data hiders first we introduce a cipherfeedback secret sharing cfss technique it follows the cryptography standards by introducing the cipherfeedback strategy of aes then using the cfss technique we devise a new rnthreshold rn rdhei scheme with multiple data hiders called cfssrdhei it can encrypt an original image into n encrypted images with reduced size using an encryption key and sends each encrypted image to one data hider each data hider can independently embed secret data into the encrypted image to obtain the corresponding marked encrypted image the original image can be completely recovered from r marked encrypted images and the encryption key performance evaluations show that our cfssrdhei scheme has high embedding rate and its generated encrypted images are much smaller compared to existing secret sharingbased rdhei schemes security analysis demonstrates that it can achieve high security to defense some commonly used security attacks,cs
methylammonium lead iodide perovskites are considered direct bandgap semiconductors here we show that in fact they present a weakly indirect bandgap mev below the direct bandgap transition this is a consequence of spinorbit coupling resulting in rashbasplitting of the conduction band the indirect nature of the bandgap explains the apparent contradiction of strong absorption and long charge carrier lifetime under hydrostatic pressure from ambient to mpa rashba splitting is reduced due to a pressure induced ordering of the crystal structure the nature of the bandgap becomes increasingly more direct resulting in five times faster charge carrier recombination and a doubling of the radiative efficiency at hydrostatic pressures above mpa mapi undergoes a reversible phase transition resulting in a purely direct bandgap semiconductor the pressureinduced changes suggest epitaxial and synthetic routes to higher efficiency optoelectronic devices,cond-mat
hd is known to host a saturnlike exoplanet orbiting at au from its host star stellar light reflected by the planet was tentatively identified in the day corot run acquired in octobernovember we constrain the properties of the magnetic field of hd based on spectropolarimetric observations with the narval spectrograph at the pic du midi observatory in addition we use a highresolution narval flux spectrum to contrain the atmospheric parameters with these constraints we perform an asteroseismic analysis and modelling of hd using the frequencies extracted from the corot light curve we used zeeman doppler imaging to reconstruct the magnetic map of the stellar surface in the spectroscopic analysis we fitted isolated lines using d lte atmosphere models this analysis was used to constrain the effective temperature surface gravity and chemical composition of the star to extract information about the pmode oscillations we used a technique based on the envelope autocorrelation function eacf from the zeeman doppler imaging observations we observe a magnetic field of gauss from the spectral analysis hd is inferred to be an unevolved k type star with high metallicity feh owing to the relative faintness of the star m_hip the signaltonoise ratio is too low to identify individual modes however we measure the pmode excess power and large separation delta nu_ muhz we are able do constrain the fundamental parameters of the star thanks to spectrometric and seismic analyses we conclude that hd is similar to a young version of alphacenb this work is of special interest because of its combination of exoplanetary science and asteroseismology which are the subjects of the current kepler mission and the proposed plato mission,astro-ph
a fully nonlinear kinetic boltzmann equation for anyons and large initial data is studied in a periodic d setting strong l solutions are obtained for the cauchy problem the main results concern global existence uniqueness and stability,math-ph
we present a new close relation between column densities of oh and ch molecules based on translucent sightlines six of them new and confirm the theoretical oscillator strengths of the oh ax transitions at and aa and ch bx transitions at and aa respectively we also report no difference between observed and previously modelled abundances of the oh molecule,astro-ph
the problem of blow up of solutions to the initial boundary value problem for nonautonomous semilinear wave equation with damping and accelerating terms under the robin boundary condition is studied sufficient conditions of blow up in a finite time of solutions to semilinear damped wave equations with arbitrary large initial energy are obtained a result on blow up of solutions with negative initial energy of semilinear second order wave equation with accelerating term is also obtained,math
an important capability of autonomous multirobot systems is to prevent collision among the individual robots one approach to this problem is to plan conflictfree trajectories and let each of the robots follow its preplanned trajectory a widely used practical method for multirobot trajectory planning is prioritized planning which has been shown to be effective in practice but is in general incomplete formal analysis of instances that are provably solvable by prioritized planning is still missing moreover prioritized planning is a centralized algorithm which may be in many situations undesirable in this paper we a propose a revised version of prioritized planning and characterize the class of instances that are provably solvable by the algorithm and b propose an asynchronous decentralized variant of prioritized planning which maintains the desirable properties of the centralized version and in the same time exploits the distributed computational power of the individual robots which in most situations allows to find the joint trajectories faster the experimental evaluation performed on realworld indoor maps shows that a the revised version of prioritized planning reliably solves a wide class of instances on which both classical prioritized planning and popular reactive technique orca fail and b the asynchronous decentralized algorithm provides solution faster than the previously proposed synchronized decentralized algorithm,cs
automatic speech recognition asr using multiple microphone arrays has achieved great success in the farfield robustness taking advantage of all the information that each array shares and contributes is crucial in this task motivated by the advances of joint connectionist temporal classification ctcattention mechanism in the endtoend ee asr a stream attentionbased multiarray framework is proposed in this work microphone arrays acting as information streams are activated by separate encoders and decoded under the instruction of both ctc and attention networks in terms of attention a hierarchical structure is adopted on top of the regular attention networks stream attention is introduced to steer the decoder toward the most informative encoders experiments have been conducted on ami and dirha multiarray corpora using the encoderdecoder architecture compared with the best singlearray results the proposed framework has achieved relative word error rates wers reduction of and in the two datasets respectively which is better than conventional strategies as well,cs
implicit generative models igms such as gans have emerged as effective datadriven models for generating samples particularly images in this paper we formulate the problem of learning an igm as minimizing the expected distance between characteristic functions specifically we minimize the distance between characteristic functions of the real and generated data distributions under a suitablychosen weighting distribution this distance metric which we term as the characteristic function distance cfd can be approximately computed with linear timecomplexity in the number of samples in contrast with the quadratictime maximum mean discrepancy mmd by replacing the discrepancy measure in the critic of a gan with the cfd we obtain a model that is simple to implement and stable to train the proposed metric enjoys desirable theoretical properties including continuity and differentiability with respect to generator parameters and continuity in the weak topology we further propose a variation of the cfd in which the weighting distribution parameters are also optimized during training this obviates the need for manual tuning and leads to an improvement in test power relative to cfd we demonstrate experimentally that our proposed method outperforms wgan and mmdgan variants on a variety of unsupervised image generation benchmarks,cs
in this paper we consider the characterizations of the lipschitz spaces and homogeneous lipschitz spaces associated to the biharmonic operator delta with this characterizations we prove the boundedness of the bessel potentials fractional integrals fractional powers riesz transforms and multipliers of laplace transforms type associated to delta on lipschitz spaces and homogeneous lipschitz spaces the proofs of these results need the language of semigroups in an essential way,math
the results of speckle interferometric observations of binary and triple stars performed at the bta m telescope in october are presented nearby lowmass stars are mostly observed for the program among which there are new binaries recently discovered by the hipparcos astrometric satellite concurrently with the diffractionlimited position measurements we obtained brightness ratio measurements of binary and multiple star components in different bands of the visible spectrum new firstresolved binaries are the symbiotic star ch cyg with a weak companion at separation and the pair of red dwarfs gj hip in addition we derived the orbital parameters for two interferometric systems the cngiant pair hd hip p yr and the gvkv binary gj hip p yr,astro-ph
formally verifying software properties is a highly desirable but laborintensive task recent work has developed methods to automate formal verification using proof assistants such as coq and isabellehol eg by training a model to predict one proof step at a time and using that model to search through the space of possible proofs this paper introduces a new method to automate formal verification we use large language models trained on natural language text and code and finetuned on proofs to generate whole proofs for theorems at once rather than one step at a time we combine this proof generation model with a finetuned repair model to repair generated proofs further increasing proving power as its main contributions this paper demonstrates for the first time that wholeproof generation using transformers is possible and is as effective as searchbased techniques without requiring costly search giving the learned model additional context such as a prior failed proof attempt and the ensuing error message results in proof repair and further improves automated proof generation we establish a new state of the art for fully automated proof synthesis we reify our method in a prototype baldur and evaluate it on a benchmark of isabellehol theorems and their proofs in addition to empirically showing the effectiveness of wholeproof generation repair and added context we show that baldur improves on the stateoftheart tool thor by automatically generating proofs for an additional of the theorems together baldur and thor can prove of the theorems fully automatically this paper paves the way for new research into using large language models for automating formal verification,cs
current approaches to crosslingual sentiment analysis try to leverage the wealth of labeled english data using bilingual lexicons bilingual vector space embeddings or machine translation systems here we show that it is possible to use a single linear transformation with as few as word pairs to capture finegrained sentiment relationships between words in a crosslingual setting we apply these crosslingual sentiment models to a diverse set of tasks to demonstrate their functionality in a nonenglish context by effectively leveraging english sentiment knowledge without the need for accurate translation we can analyze and extract features from other languages with scarce data at a very low cost thus making sentiment and related analyses for many languages inexpensive,cs
an identity denotes the role an individual or a group plays in highly differentiated contemporary societies in this paper our goal is to classify twitter users based on their role identities we first collect a coarsegrained public figure dataset automatically then manually label a more finegrained identity dataset we propose a hierarchical selfattention neural network for twitter user role identity classification our experiments demonstrate that the proposed model significantly outperforms multiple baselines we further propose a transfer learning scheme that improves our models performance by a large margin such transfer learning also greatly reduces the need for a large amount of human labeled data,cs
turntaking has played an essential role in structuring the regulation of a conversation the task of identifying the main speaker who is properly taking hisher turn of speaking and the interrupters who are interrupting or reacting to the main speakers utterances remains a challenging task although some prior methods have partially addressed this task there still remain some limitations firstly a direct association of audio and visual features may limit the correlations to be extracted due to different modalities secondly the relationship across temporal segments helping to maintain the consistency of localization separation and conversation contexts is not effectively exploited finally the interactions between speakers that usually contain the tracking and anticipatory decisions about the transition to a new speaker are usually ignored therefore this work introduces a new audiovisual transformer approach to the problem of localization and highlighting the main speaker in both audio and visual channels of a multispeaker conversation video in the wild the proposed method exploits different types of correlations presented in both visual and audio signals the temporal audiovisual relationships across spatialtemporal space are anticipated and optimized via the selfattention mechanism in a transformerstructure moreover a newly collected dataset is introduced for the main speaker detection to the best of our knowledge it is one of the first studies that is able to automatically localize and highlight the main speaker in both visual and audio channels in multispeaker conversation videos,cs
we study the asymptotic behaviour of convolutiontype functionals defined on general periodic domains by proving an extension theorem,math
a machzehnder interferometer with absorbing fabryperot cavities is used to measure the optical phase differences upon rotation around a vertical axis the details of the expected experimental results are described based on the idea that a conducting medium can introduce phase differences due to changes in material conductivity that are expected to occur when a medium moves with respect to a reference frame experimental details and results are discussed,physics
one of the central goals of the spitzer legacy project from molecular cores to planetforming disks cd is to determine the frequency of remnant circumstellar disks around weakline t tauri stars wtts and to study the properties and evolutionary status of these disks here we present a census of disks for a sample of over spectroscopically identified wtts located in the cd irac and um and mips um maps of the ophiuchus lupus and perseus molecular clouds we find that of the wtts in a magnitude limited subsample have noticeable irexcesses at irac wavelengths indicating the presence of a circumstellar disk the disk frequencies we find in these regions are times larger than that recently found for a sample of relatively isolated wtts located for the most part outside the highest extinction regions covered by the cd irac and mips maps the disk fractions we find are more consistent with those obtained in recent spitzer studies of wtts in young clusters such as ic and tr from their location in the hr diagram we find that in our sample the wtts with excesses are among the younger part of the age distribution still up to of the apparently youngest stars in the sample show no evidence of ir excess suggesting that the circumstellar disks of a sizable fraction of premainsequence stars dissipate in a timescale of myr we also find that none of the stars in our sample apparently older than myrs have detectable circumstellar disks at wavelengths um also we find that the wtts disks in our sample exhibit a wide range of properties sed morphology inner radius l_diskl etc which bridge the gaps observed between the ctts and the debris disk regimes,astro-ph
using the techniques of jp demailly and th peternell in mathag a weak version of kawamataviehweg vanishing is proven for pseudoeffective line bundles on compact kaehler manifolds it is a weak version since one has to adjust the line bundle k_x l with the upper regularized multiplier ideal sheaf i_l of l and this is already not optimal in the nef case,math
the local convergence of alternating optimization methods with overrelaxation for lowrank matrix and tensor problems is established the analysis is based on the linearization of the method which takes the form of an sor iteration for a positive semidefinite hessian and can be studied in the corresponding quotient geometry of equivalent lowrank representations in the matrix case the optimal relaxation parameter for accelerating the local convergence can be determined from the convergence rate of the standard method this result relies on a version of youngs sor theorem for positive semidefinite times block systems,math
the rth generalized hamming metric and the bsymbol metric are two different generalizations of hamming metric the former is used on the wiretap channel of type ii and the latter is motivated by the limitations of the reading process in highdensity data storage systems and applied to a read channel that outputs overlapping symbols in this paper we study the connections among the three metrics that is hamming metric bsymbol metric and rth generalized hamming metric mentioned above and give a conjecture about the bsymbol griesmer bound for cyclic codes furthermore we explore the combinatorial function of the size of the bsymbol weight set of a code c,cs
to complete a previous work the probability density functions for the errors in the centerofgravity as positioning algorithm are derived with the usual methods of the cumulative distribution functions these methods introduce substantial complications compared to the approaches used in a previous publication on similar problems the combinations of random variables considered are x_gthetax_x_ x_x_x_x_x_ thetax_x_x_x_x_x_x_ and x_gthetax_x_x_x_x_x_x_x_x_ thetax_x_x_x_x_x_x_x_x_ the complete and partial forms of the probability density functions of these expressions of the centerofgravity algorithms are calculated for general probability density functions of the observation noise the cumulative probability distributions are the essential steps in this study never calculated elsewhere,physics
the determination of the primary cosmic ray mass composition from the characteristics of extensive air showers eas obtained at an observation level in the lower half of the atmosphere is still an open problem in this work we propose a new method of the multiparametric topological analysis and show its applicability for the determination of the mass composition of the primary cosmic rays at the pev energy region,astro-ph
recent simulations of the densest portion of the corona borealis supercluster a a a and a have shown virtually no possibility of extended gravitationally bound structure without intercluster matter pearson batuski in contrast recent analyses of the dynamics found that the clusters had significant peculiar velocities towards the supercluster centroid batiste batuski in this paper we present the results of a thorough investigation of the csc we determine redshifts and virial masses for all clusters associated with the csc repeat the analysis of batiste batuski with the inclusion of a and cl estimate the mass of the supercluster by applying the virial theorem on the supercluster scale eg small et al the caustics method eg reisenegger et al and a new procedure using the spherical collapse model scm with the results of the dynamical analysis scmfp and perform a series of simulations to assess the likelihood of the csc being a gravitationally bound supercluster we find that the mass of the csc is between and x h m_sun the dynamical analysis caustics method and the scmfp indicate that the structure is collapsing with the latter two both indicating a turn around radius of about h mpc lastly the simulations show that with a reasonable amount of intercluster mass there is likely extended bound structure in the csc our results suggest that a a a a and a form a gravitationally bound supercluster,astro-ph
in this paper we establish some general forms of the law of the iterated logarithm for independent random variables in a sublinear expectation space where the random variables are not necessarily identically distributed exponential inequalities for the maximum sum of independent random variables and kolmogorovs converse exponential inequalities are established as tools for showing the law of the iterated logarithm as an application the sufficient and necessary conditions of the law of iterated logarithm for independent and identically distributed random variables under the sublinear expectation are obtained in the paper it is also shown that if the sublinear expectation space is rich and regular enough it will have no continuous capacity the laws of the iterated logarithm are established without the assumption on the continuity of capacities this revision fills a gap in the proof of proposition of arxiv under an additional assumption,math
the accelerator neutrino neutron interaction experiment annie aims to make a unique measurement of neutron yield from neutrinonucleus interactions and to perform rd for the next generation of waterbased neutrino detectors in this paper we characterize beaminduced neutron backgrounds in the experimental hall at fermi national accelerator laboratory it is shown that the background levels are sufficiently low to allow the next stage of the experiment to proceed these measurements are relevant to other booster neutrino beam bnb experiments located adjacent to annie hall where dirt neutrons and skyshine could present similar backgrounds,physics
sizedependence of plastic flow is studied by discrete dislocation dynamical simulation of systems with various numbers of interacting linear edge dislocations while the stress is slowly increased regions between avalanches in the individual stress curves as functions of the plastic strain were found nearly linear and reversible where the plastic deformation obeys an effective equation of motion with a nearly linear force for small plastic deformation the means of the stressstrain curves are power law over two decades here and for somewhat larger plastic deformations the mean stressstrain curves converge for larger sizes while their variances shrink both indicating the existence of a thermodynamical limit the converging averages decrease with increasing size in accordance with sizeeffects from experiments for large plastic deformations where steady flow sets in thermodynamical limit was not realized in this model system,cond-mat
we report millisecondrange spin memory of resident electrons in an ensemble of inp quantum dots qds under a small magnetic field of t applied along the optical excitation axis at temperatures up to about k a pumpprobe photoluminescence pl technique is used for optical orientation of electron spins by the pump pulses and for study of spin relaxation over the long time scale by measuring the degree of circular polarization of the probe pl as a function of pumpprobe delay dependence of spin decay rate on magnetic field and temperature suggests twophonon processes as the dominant spin relaxation mechanism in this qds at low temperatures,cond-mat
the unsteady hydrodynamics of two inphase pitching foils arranged in sidebyside parallel configurations is examined for a range of strouhal number and separation distance three distinct vortex patterns are identified in the strohual numberseparation distance phase maps which include separated wake merged wake and transitionalmerged wake furthermore a novel model is introduced based on fundamental flow variables including velocity location and circulation of dipole structures to quantitatively distinguish vortex patterns in the wake the physical mechanism of wake merging process is also elucidated when an oscillating foil experiences the jet deflection phenomenon secondary structures shed from the primary street traverse in the other direction by making an angle with its parent vortex street for parallel foils secondary structures from the vortex street of the lower foil interact with the primary vortex street of the upper foil under certain kinematic conditions this interaction triggers the wake merging process by influencing circulation of coherent structures in the upper part of the wake it is unveiled that merging of the wakes leads to enhancements in propulsive efficiency by increasing thrust generation without a significant alteration in power requirements these are attributed to the formation of a highmomentum jet by the merged vortex street which possesses significantly larger circulation due to the amalgamation of the vortices and major alterations in the evolution of leading edge vortices thus flow physics that are thoroughly explored here are crucial in providing novel insights for future development of flow control techniques for efficient designs of bioinspired underwater propulsors,physics
we present adaptive optics ao nearinfrared observations of the core of the tr cluster in the carina region obtained with the eso multiconjugate ao demonstrator mad our campaign yields aocorrected observations with an image quality of about arcsec across the arcmin field of view which is the widest ao mosaic ever obtained we detected almost sources spanning a dynamic range of mag the premain sequence pms locus in the colourmagnitude diagram is well reproduced by palla stahler isochrones with an age of to e yr confirming the very young age of the cluster we derive a very high deprojected central density n times pc and estimate the total mass of the cluster to be about _ times msun although contamination of the field of view might have a significant impact on the derived mass we show that the pairing process is largely dominated by chance alignment so that physical pairs are difficult to disentangle from spurious ones based on our single epoch observation yet we identify likely bound pairs of these with a separation smaller than arcsec au we further show that at the sigma level massive stars have more companions than lowermass stars and that those companions are respectively brighter on average thus more massive finally we find some hints of mass segregation for stars heavier than about msun if confirmed the observed degree of mass segregation could be explained by dynamical evolution despite the young age of the cluster,astro-ph
the influence of stellar activity on the fundamental properties of stars around and below msun is not well understood we aim to determine absolute dimensions and abundances for the solartype detached eclipsing binary v cen the results are based on uvby light curves uvbybeta standard photometry radial velocity observations and highresolution spectra masses and radii that are precise to have been established for the components of v cen the msun secondary component is moderately active with starspots and caii h and k emission and the msun primary shows signs of activity as well but at a much lower level we derive a feh abundance of and similar abundances for si ca ti v cr co and ni corresponding solarscaled stellar models are unable to reproduce v cen especially its secondary component which is larger and k cooler than predicted models adopting significantly lower mixinglength parameters lh_p remove these discrepancies seen also for other solartype binary components for the observed feh claret models for lh_p primary and secondary reproduce the components of v cen at a common age of gyr v cen and other wellstudied inactive and active solartype binaries suggest that chromospheric activity and its effect on envelope convection is likely to cause radius and temperature discrepancies which can be removed by adjusting the model mixing length parameters downwards noting this the sample may also lend support to theoretical d radiation hydrodynamics studies which predict a slight decrease of the mixing length parameter with increasing temperaturemass for inactive main sequence stars,astro-ph
many nlp models operate over sequences of subword tokens produced by handcrafted tokenization rules and heuristic subword induction algorithms a simple universal alternative is to represent every computerized text as a sequence of bytes via utf obviating the need for an embedding layer since there are fewer token types than dimensions surprisingly replacing the ubiquitous embedding layer with onehot representations of each byte does not hurt performance experiments on bytetobyte machine translation from english to different languages show a consistent improvement in bleu rivaling characterlevel and even standard subwordlevel models a deeper investigation reveals that the combination of embeddingless models with decoderinput dropout amounts to token dropout which benefits bytetobyte models in particular,cs
this paper proposes a new strategy for learning powerful crossmodal embeddings for audiotovideo synchronization here we set up the problem as one of crossmodal retrieval where the objective is to find the most relevant audio segment given a short video clip the method builds on the recent advances in learning representations from crossmodal selfsupervision the main contributions of this paper are as follows we propose a new learning strategy where the embeddings are learnt via a multiway matching problem as opposed to a binary classification matching or nonmatching problem as proposed by recent papers we demonstrate that performance of this method far exceeds the existing baselines on the synchronization task we use the learnt embeddings for visual speech recognition in selfsupervision and show that the performance matches the representations learnt endtoend in a fullysupervised manner,cs
for each positive integer n the homfly polynomial of links specializes to a onevariable polynomial that can be recovered from the representation theory of quantum sln for each such n we build a doublygraded homology theory of links with this polynomial as the euler characteristic the core of our construction utilizes the theory of matrix factorizations which provide a linear algebra description of maximal cohenmacaulay modules on isolated hypersurface singularities,math
transformer inference requires high compute accuracy achieving this using analog cims has been difficult due to inherent computational errors to overcome this challenge we propose a capacitorreconfiguring cim crcim to realize high compute accuracy analog cim with a bit adc attaining highareapower efficiency crcim reconfigures its capacitor array to serve dual purposes for computation and adc conversion achieving significant area savings furthermore crcims eliminate signal attenuation by keeping the signal charge stationary during operation leading to a x improvement in comparator energy efficiency we also propose a softwareanalog codesign technique integrating majority voting into the bit adc to dynamically optimize the cim noise performance based on the running layer to further save inference power our crcim achieves the highest computeaccuracy for analog cims and the power efficiency of topsw is competitive with the stateoftheart furthermore the fom considering sqnr and csnr is x and x better than previous works respectively vision transformer vit inference is achieved and realizes a highest cifar accuracy of for analog cims,cs
